review,rating
খাবারটি চরম বাজে এবং খাওয়ার অযোগ্য ছিলনষ্ট বোরহানি আর বাসি খাবার দিয়েছে ফুড পান্ডার কোন দায়িত্ব আছে কি??,1.0
খাবারটি নষ্ট ছিল খাওয়ার উপযোগী ছিল না,1.0
খাবারটি পরিমাণে অনেক কম হয়েছে৷ সাধারণত প্যাকেট ও প্যাকেটের ভেতরের খাবার আরেকটু বড় ও বেশী হয়৷ আশাহত হলাম৷,2.0
খাবারটি ভালো ছিল কিন্তু চিকেনের আইটেমগুলো ঝাল ছিল অনেক ফুড পান্ডার পেজে দেখলাম ১২০ টাকা করে প্যাকেজ অর্ডার দেয়ার সময় দাম আসলো ৪৯৫ টাকা ১৫ টাকা বাড়তি নিচ্ছে ৪০ ডিসকাউন্ট করলেও ৪৮০ টাকা হয় ?,3.0
খাবারটি হাজী বিরিয়ানি রাশেদ বাবুর্চির থেকে দেবার কথা থাকলেও তা দেওয়া হয় অন্য একটি দোকান থেকে যার নামও হাজী বিরিয়ানি কি বলব বলেন?,1.0
খাবারে অতিরিক্ত রকমের তেল ছিলো,1.0
খাবারে একটা চুল পাইছি তা না হইলে ৫ স্টারই দিতাম,4.0
খাবারে কোন লবন ছিল না আসা করি নেক্স টাইম থেকে ঠিক করে ডেলিভারি দিবেন,1.0
খাবারে কোনো স্বাদ নেই সুগন্ধ নেই চিকেন বিরিয়ানি তে ছবিতে লেগ পিস্ দেখালেও দিয়েছে ব্রেস্ট পিস্ তার উপর সাইজ অত্যাধিক ছোট শিক কাবাব তো পুরোই ওয়েস্ট অব মানি ০ স্টার দিতে পারলে তাই দিতাম,1.0
খাবারে কোয়ালিটি খুবই খারাপ এবং তারা হাইজেনিক না,1.0
খাবারে খুব বেশী পরিমানে তৈল দেয়া থাকে,1.0
খাবারে চুল ছিল কয়েকটা,1.0
খাবারে চুল ছিলো,1.0
খাবারে তেল দিছে মোটামুটি তাও খাওয়া যায় না কি করবো আর রাতের খাবার অর্ডার দিছি খেতে হয়েছে,3.0
খাবারে তেল মসলা কম ব্যবহার করলে ভালো লাগতো অতিরিক্ত তেল হয়ে গেছে,3.0
